book_id,Title,Author,Publication Year
20708742,A Library Book for Bear,Bonny Becker,2014
20708757,I'm My Own Dog,David Ezra Stein,2014
20708761,Sam and Dave Dig a Hole,Mac Barnett,2014
20708766,"Leroy Ninker Saddles Up (Tales from Deckawoo Drive, #1)",Kate DiCamillo,2014
20708770,Rex Wrecks It!,Ben Clanton,2014
20708773,"Quest (Journey Trilogy, #2)",Aaron Becker,2014
20708824,Vanilla Ice Cream,Bob Graham,2014
20712371,If You Were Me and Lived In...India: A Child's Introduction to Cultures Around the World,Carole P. Roman,2014
20723656,Wherever You Go,Pat Zietlow Miller,2015
20723827,The Animals' Santa,Jan Brett,2014
20726923,"Please, Open This Book!",Adam Lehrhaupt,2015
20727932,The Treasure of Snake Island (Captain No Beard Story #5),Carole P. Roman,2014
20729502,Pig and Small,Alex Latimer,2014
20734027,"Fenway and Hattie (Fenway and Hattie, #1)",Victoria J. Coe,2016
20759653,One Big Pair of Underwear,Laura Gehl,2014
20759732,Blue on Blue,Dianne White,2014
20759748,"A Bean, a Stalk and a Boy Named Jack",Moonbot,2014
20790777,"Clover's Luck (The Magical Animal Adoption Agency, #1)",Kallie George,2015
20791092,Sick Simon,Dan Krall,2015
20793857,My Two Blankets,Irena Kobald,2014
20809050,Hedgehugs,Steve Wilson,2014
20819742,Audrey,Dan Bar-el,2014
20821124,Once Upon an Alphabet: Short Stories for All the Letters,Oliver Jeffers,2014
20821299,The Book with No Pictures,B.J. Novak,2014
20821347,Firebird: Ballerina Misty Copeland Shows a Young Girl How to Dance Like the Firebird,Misty Copeland,2014
20840305,By Mouse and Frog,Deborah Freedman,2015
20875729,Wish,No listed author,2015
20878809,The Julian Chapter,R.J. Palacio,2014
20894027,The Angel Tree,Daphne Benedis-Grab,2014
20894028,Meet the Bigfeet,Kevin Sherry,2014
20899295,"The Book Itch: Freedom, Truth, & Harlem's Greatest Bookstore",Vaunda Micheaux Nelson,2015
20901170,In Canada (The Travel Adventures of PJ Mouse #1),Gwyneth Jane Page,2014
20901436,Sometimes You Barf,Nancy Carlson,2014
20907391,My Heart Is Laughing,Rose Lagercrantz,2014
20910182,Bear and Duck,Katy Hudson,2015
20949046,Maddi's Fridge,Lois Brandt,2014
20972214,Snoozefest,Samantha Berger,2015
21413862,Fox's Garden,Princesse Camcam,2014
21443180,Cakes in Space,Philip Reeve,2014
21469048,Sleepless Knight,James Sturm,2015
21469062,Winnie: The True Story of the Bear Who Inspired Winnie-the-Pooh,Sally M. Walker,2015
21469074,Special Delivery,Philip C. Stead,2015
21469084,Won Ton and Chopstick: A Cat and Dog Tale Told in Haiku,Lee Wardlaw,2015
21469106,Coming Home,Greg Ruth,2014
21469109,Finding Serendipity (Tuesday McGillycuddy #1),Angelica Banks,No year listed
21481359,There Was An Old Lady Who Swallowed A Fly,No listed author,2014
21487836,Teka-Teki Terakhir,Annisa Ihsani,2014
21489272,House of Robots (House of Robots #1),James Patterson,2014
21535485,Take Away the A,Michael Escoffier,2014
21535487,The Blue Whale,No listed author,No year listed
21535705,The Mutts Diaries,Patrick McDonnell,2014
21543056,"Hi, My Name Is Bobo.: (A Weekend in the Life of a 5th Grader)",James Gordon (Teacher of Navigation ),2014
21556531,My Pen,Christopher Myers,2015
21557364,A Nest Is Noisy,Dianna Hutts Aston,2015
21561360,I'm New Here,Anne Sibley O'Brien,2015
21794218,The Blue Baboon in the Big Balloon,Sarah Mostyn,2014
21806663,Prince Iggy and the Kingdom of Naysayer,Aldo Fynn,2013
21806680,Prince Iggy and the Tower of Decisions,Aldo Fynn,2013
21809655,If You Were Me and Lived In... Australia: A Child's Introduction to Cultures Around the World,Carole P. Roman,2014
21839344,Quackers,Liz Wong,2016
21921033,"Duncan, the Story Dragon",Amanda Driscoll,2015
21944084,Everybody Freaks Out! But It's Going To Be Okay.,T. Rowe Price,2014
21965059,The Bear Ate Your Sandwich,Julia Sarcone-Roach,2015
21965198,Emmanuel's Dream: The True Story of Emmanuel Ofosu Yeboah,Laurie Ann Thompson,2015
21969591,Maya & Filippo Visit a Glacier,Alinka Rutkowska,2014
21975813,I Need a New Butt!,Dawn McMillan,2014
21980742,Ask Me,Bernard Waber,2015
21992930,Marvelous Cornelius: Hurricane Katrina and the Spirit of New Orleans,Phil Bildner,2015
22013040,The Seven Natural Wonders Of The EARTH (My First Travel Books #2),Anna Othitis,2014
22064780,Fuzzy Mud,Louis Sachar,2015
22066928,Frankie Dupont And The Mystery Of Enderby Manor,Julie Anne Grasso,2014
22084254,Bite-Sized Magic,Kathryn Littlewood,2014
22138391,Almost a World Record Breaker (Teddy Mars #1),Molly B. Burnham,2015
22138415,"Cinderella, or The Little Glass Slipper",Charles Perrault,2015
22162514,Poems in the Attic,Nikki Grimes,2015
22173484,The Crew Goes Coconuts! (Captain No Beard Story #6),Carole P. Roman,2014
22173509,If you were me and lived in... Russia: A Child's Introduction to Culture Around the World,Carole P. Roman,2014
22204746,An Elephant Is On My House: And Other Poems,O.D.D. Cummings,No year listed
22209105,Betty Goes Bananas,Steve Antony,2014
22220077,Yeti and the Bird,Nadia Shireen,2015
22236645,Finding Spring,Carin Berger,2015
22236651,Bunnies!!!,Kevan Atteberry,2015
22237313,Hello Bali: A Kids Yoga Island Adventure Book,Giselle Shardlow,2014
22238177,Ellie's Story,W. Bruce Cameron,2015
22249668,Red: A Crayon's Story,Michael  Hall,2015
22299646,Fairy Tale Christmas,Michael McLean,2014
22309415,"A Horse for Kate (Horses and Friends, #1)",Miralee Ferrell,2015
22313641,All the Answers,Kate Messner,No year listed
22318468,Spots in a Box,Helen Ward,2015
22323666,The Case for Loving: The Fight for Interracial Marriage,Selina Alko,2015
22323689,"Eva's Treetop Festival (Owl Diaries, #1)",Rebecca Elliott,2015
22328530,Moonpenny Island,Tricia Springstubb,2015
22333808,The Angry Little Puffin,No listed author,2014
22403130,Wish Girl,Nikki Loftin,2015
22435106,Two Kids,Richard Levine,2014
22443909,The Imaginary,A.F. Harrold,2014
22490155,Pine and the Winter Sparrow,Alexis York Lumbard,2015
22493739,The Kind-hearted Monster,Max Velthuijs,2015
22493741,Mr Squirrel & the Moon,Sebastian Meschenmoser,2015
22493743,My Grandma's a Ninja,Todd Tarpley,2015
22493744,999 Frogs and a Little Brother,Ken Kimura,2015
22493749,Moletown,Torben Kuhlmann,2015
22496221,If You Were Me and Lived In...Portugal: A Child's Introduction to Culture Around the World,Carole P. Roman,2014
22499028,Sammy Steals the Show (a Bird Brain Book),Emlyn Chand,2014
22504698,Once Upon a Cloud,Claire Keane,No year listed
22509955,"The Terrible Two (The Terrible Two, #1)",Mac Barnett,2015
22521929,Look!,Jeff Mack,2015
22521973,Last Stop on Market Street,Matt de la Pena,2015
22522295,Smick!,Doreen Cronin,2015
22540206,Raindrops Roll,April Pulley Sayre,2015
22546077,Counting Crows,Kathi Appelt,2015
22546584,"Story Thieves (Story Thieves, #1)",James  Riley,2015
22546632,"Click, Clack, Peep!",Doreen Cronin,2015
22551792,Greenling,Levi Pinfold,2016
22553675,Up in the Garden and Down in the Dirt,Kate Messner,2015
22553705,Polar Bear's Underwear,Tupera Tupera,2015
22608767,"If the Magic Fits (100 Dresses, #1)",Susan Maupin Schmid,2016
22609854,The Whale in My Swimming Pool,Joyce Wan,2015
22632295,Good Night Yoga: A Pose-by-Pose Bedtime Story,Mariam Gates,No year listed
22635853,If You Plant a Seed,Kadir Nelson,2015
22663352,Blackbird Fly,Erin Entrada Kelly,2015
22674924,Ty the Bull,Brenda Perlin,No year listed
22675925,Dinosaur vs. Mommy,Bob Shea,2015
22675931,"The Water and the Wild (The Water and the Wild, #1)",K.E. Ormsbee,2015
22693273,Pete the Cat's Groovy Guide to Life,Kimberly  Dean,2015
22693811,"The Penderwicks in Spring (The Penderwicks, #4)",Jeanne Birdsall,2015
22693815,"Families, Families, Families!",No listed author,2015
22718666,Out of the Woods: A True Story of an Unforgettable Event,Rebecca   Bond,2015
22718683,Wait,Antoinette Portis,No year listed
22718694,The Skunk,Mac Barnett,2015
22718696,One Family,George Shannon,No year listed
22718699,Water is Water: A Book About the Water Cycle,Miranda  Paul,2015
22718714,Boats for Papa,Jessixa Bagley,2015
22718717,Return to Augie Hobble,Lane Smith,2015
22718720,My Pet Human,Yasmine Surovec,2015
22718723,Little Bird's Bad Word: A Picture Book,Jacob Grant,No year listed
22718747,"A Whole New Ballgame (Rip and Red, #1)",Phil Bildner,2015
22718759,Fort,Cynthia C. DeFelice,2015
22719356,"Oliver and Jumpy, Introduction to the Series (Oliver and Jumpy, the cat series)",Werner Stejskal,No year listed
22725321,The New Small Person,Lauren Child,2015
22735715,Pig the Pug,Aaron Blabey,2014
22747796,Marilyn's Monster,Michelle Knudsen,2015
22747803,Mesmerized: How Ben Franklin Solved a Mystery that Baffled All of France,Mara Rockliff,2015
22747809,Yard Sale,Eve Bunting,2015
22747810,Hippos Are Huge!,Jonathan London,2015
22747812,Bird & Diz,Gary Golio,2015
22747849,Have You Seen My Monster?,Steve Light,2015
22748880,Ninja Bunny,Jennifer Gray Olson,2015
22749530,Lucky Strike,Bobbie Pyron,2015
22749531,Little Red's Riding 'Hood,Peter Stein,2015
22749535,How Do Dinosaurs Stay Safe?,Jane Yolen,2015
22749702,Stick and Stone,Beth Ferry,2015
22749709,I Yam a Donkey!,Cece Bell,2015
22749711,Drum Dream Girl: How One Girl's Courage Changed Music,Margarita Engle,2015
22749768,Everybody Sleeps (But Not Fred),Josh Schneider,2015
22749769,Mummy Cat,Marcus Ewert,2015
22749777,Escape from Baxters' Barn,Rebecca   Bond,2015
22749789,Mustache Baby Meets His Match,Bridget Heos,2015
22750393,The Potato King,Christoph Niemann,2015
22812019,Once Upon a Time: A Story Collection,Shannon Hale,2014
22864821,Chu's Day at the Beach,Neil Gaiman,2015
22875089,"The Tapper Twins go to War (With Each Other) (The Tapper Twins, #1)",Geoff Rodkey,2015
22875387,How to Read a Story,Kate Messner,2015
22875394,Interstellar Cinderella,Deborah Underwood,2015
22886537,The Pandas and Their Chopsticks: And Other Animals Stories,Demi,2014
22889734,"Frizzy, the S.A.D. Elf (Santa's Izzy Elves, #4)",Dorothea Jensen,2014
22889873,"Nick and Tesla's Special Effects Spectacular: A Mystery with Animatronics, Alien Makeup, Camera Gear, and Other Movie Magic You Can Make Yourself! (Nick and Tesla, #5)",Bob Pflugfelder,2015
22889878,"Sex is a Funny Word: A Book about Bodies, Feelings, and YOU",Cory Silverberg,2015
22891634,Wild About Us!,Karen Beaumont,2015
22906748,"Lycanthor the Werewolf (The Dragon Fyre Blade, Book 1)",Aiden Storm,2014
22914236,"The Stars of Summer (All Four Stars, #2)",Tara Dairman,2015
22915170,The Giver - Sang Pemberi,Lois Lowry,2014
22926580,Adventures with Waffles,Maria Parr,2015
22926713,This Is Sadie,Sara O'Leary,2015
22928574,The Rhino Who Swallowed a Storm,LeVar Burton,2014
22929525,Fright Club,Ethan Long,2015
22934455,Otter in Space,Sam Garton,2015
22934470,"The Forget-Me-Not Summer (Silver Sisters, #1)",Leila Howland,2015
22961614,"Lobo Goes to the Galapagos (The Adventures of Lovable Lobo, #5)",C.L. Murphy,2014
22962458,The Amazing Age of John Roy Lynch,Chris  Barton,2015
23002906,Awful Auntie,David Walliams,2014
23007718,"Oliver and Jumpy, Stories 10-12",Werner Stejskal,2014
23013679,Such a Little Mouse,Alice Schertle,2015
23013685,"Pieces and Players (Chasing Vermeer, #4)",Blue Balliett,2015
23013817,Butterfly Park,Elly MacKay,2015
23068261,"Mini Myths: Make a Wish, Midas!",Joan Holub,2015
23068262,"Mini Myths: Brush Your Hair, Medusa!",Joan Holub,2015
23080096,An Ambush of Tigers: A Wild Gathering of Collective Nouns,Betsy Rosenthal,2015
23080097,One Plastic Bag: Isatou Ceesay and the Recycling Women of the Gambia,Miranda  Paul,No year listed
23112192,Monster Goose Nursery Rhymes,Henry L. Herz,2015
23116071,Rodeo Red,Maripat Perkins,2015
23124756,Emma Learns to Sprout,Shir Guez,No year listed
23130340,In a Village by the Sea,Muon Van,2015
23135966,"Gollywood, Here I Come!",Terry John Barto,2014
23137330,Escape From Wolfhaven Castle (The Impossible Quest #1),Kate Forsyth,2014
23167685,Grandma in Blue with Red Hat,Scott Menchin,2015
23167736,Vegetables in Underwear,Jared Chapman,2015
23173046,Touch the Brightest Star,Christie  Matheson,2015
23197599,"The Worst Class Trip Ever (The Worst, #1)",Dave Barry,2015
23197611,"Ballet Cat The Totally Secret Secret (Ballet Cat, #1)",Bob Shea,2015
23208702,"A Greyhound, A Groundhog",Emily Jenkins,2016
23209952,I Will Never Get a Star on Mrs. Benson's Blackboard,Jennifer K. Mann,2015
23210021,Snow White and the 77 Dwarfs,Davide Cali,2015
23213151,The BFF Bucket List,Dee Romito,2016
23218341,The Adventures of Blue Ocean Bob: A Challenging Job,Brooks Olbrys,2015
23218512,Isabella Babysits Baxter,Melissa Perry Moraja,2014
23223164,Dinosaur Boy,Cory Putman Oakes,2015
23249125,"Goth Girl and the Fete Worse than Death (Goth Girl, #2)",Chris Riddell,2014
23258868,You Have to Fucking Eat,Adam Mansbach,2014
23280451,Shy,Deborah Freedman,2016
23281141,Missing Jack,Rebecca Elliott,2015
23281632,Dory and the Real True Friend,Abby Hanlon,2015
23281685,Night Animals,Gianna Marino,No year listed
23281716,Appleblossom the Possum,Holly Goldberg Sloan,2015
23281726,Sea Rex,Molly Idle,2015
23281814,Don't Throw It to Mo!,David A. Adler,2015
23281827,Bernice Gets Carried Away,Hannah E. Harrison,No year listed
23281865,I'm Trying to Love Spiders,Bethany Barton,No year listed
23281875,Here Comes the Tooth Fairy Cat,Deborah Underwood,2015
23281892,"Harriet the Invincible (Hamster Princess, #1)",Ursula Vernon,2015
23285687,A Clatter of Jars,Lisa Graff,2016
23287439,Mother's Love Can Conquer Any Fear!,Subhash Kommuru,2014
23300078,The Last Boy at St. Edith's,Lee Gjertsen Malone,2016
23309600,Nooks and Crannies,Jessica  Lawson,2015
23309622,The Great Good Summer,Liz Garton Scanlon,2015
23309636,One Word from Sophia,Jim Averbeck,2015
23309640,Float,Daniel Miyares,2015
23309695,Old Wolf,Avi,2015
23309792,Billy's Booger,William Joyce,2015
23309794,Where Are My Books?,Debbie Ridpath Ohi,2015
23310669,Giant Squid,Candace Fleming,2016
23310683,"Little Elliot, Big Family",Mike Curato,2015
23310688,Lenny & Lucy,Philip C. Stead,2015
23310690,The Not Very Merry Pout-Pout Fish,Deborah Diesen,2015
23310693,Oskar and the Eight Blessings,Tanya Simon,No year listed
23310695,The Knights Before Christmas,Joan Holub,2015
23310709,Mixed Me!,Taye Diggs,2015
23310710,Dear Yeti,James Kwan,2015
23310714,Finding Fortune,Delia Ray,2015
23310739,Nerdy Birdy,Aaron Reynolds,2015
23315085,Fearless Joe Dearborne,Lisa Whitney Mitchell,2014
23326810,Captain No Beard and the Aurora Borealis,Carole P. Roman,2014
23341839,Rude Cakes,Rowboat Watkins,2015
23341903,"I Will Take a Nap! (Elephant & Piggie, #23)",Mo Willems,2015
23358986,Lady Pancake & Sir French Toast,Josh Funk,2015
23366232,"The Legend of Dust Bunnies, a Fairy's Tale",Michelle R. Eastman,2014
23382719,If You Were Me and Lived in...Peru: A Child's Introduction to Cultures Around the World,Carole P. Roman,2014
23382722,If You Were Me and Lived in...Greece: A Child's Introduction to Culture Around the World,Carole P. Roman,2014
23384457,This Is Not a Werewolf Story,Sandra  Evans,2016
23395368,"Saving Mr. Terupt (Mr. Terupt, #3)",Rob Buyea,2015
23395646,Lillian's Right to Vote: A Celebration of the Voting Rights Act of 1965,Jonah Winter,2015
23398624,"A Pig, a Fox, and a Box",Jonathan Fenske,2015
23399186,How to Speak Dolphin,Ginny Rorby,2015
23399228,"Beauty Queen (Whatever After, #7)",Sarah Mlynowski,2015
23399241,Woof (Bowser and Birdie #1),Spencer Quinn,2015
23399246,Ten Pigs: An Epic Bath Adventure,Derek Anderson,2015
23460936,Pete the Cat: Five Little Pumpkins,James Dean,2015
23476820,"Withering-By-Sea (A Stella Montgomery Intrigue, #1)",Judith Rossell,2014
23490429,We're in the Wrong Book!,Richard Byrne,No year listed
23498139,I Will Chomp You!,Jory John,2015
23507512,"If You Ever Want to Bring an Alligator to School, Don't!",Elise Parsley,2015
23528363,The Only Child,Guojing,2015
23531315,Brilliant,Roddy Doyle,2015
23531316,McToad Mows Tiny Island,Tom Angleberger,2015
23531317,I Am Yoga,Susan Verde,2015
23563078,My Family Tree and Me,Dusan Petricic,2015
23563107,The Bus Ride,Marianne Dubuc,2015
23573606,The Dreamsnatcher (Dreamsnatcher #1),Abi Elphinstone,2015
23587934,If You Were Me and Lived in... Hungary: A Child's Introduction to Culture Around the World (Volume 14),Carole P. Roman,2014
23590446,"How to Fight a Dragon’s Fury (How To Train Your Dragon, #12)",Cressida Cowell,2015
23590916,"Silver Spurs (Horses and Friends, #2)",Miralee Ferrell,2015
23596104,Billy Bobble Makes A Magic Wand,R.S. Mellette,2014
23600172,"Eat, Leo! Eat!",Caroline Adderson,2015
23611997,"An Author's Odyssey (The Land of Stories, #5)",Chris Colfer,2016
23612540,"A Semi-Charming Kind of Life (Ever After High: A School Story, #3)",Suzanne Selfors,2015
23615696,There Was an Old Dragon Who Swallowed a Knight,Penny Parker Klostermann,2015
23629250,Bash and Lucy Fetch Jealousy,Lisa Cohn,2014
23645342,What This Story Needs Is a Pig in a Wig,Emma J. Virjan,2015
23647236,Grandma Lives in a Perfume Village,Fang Suzhen,2015
23688743,The Red Bicycle: The Extraordinary Story of One Ordinary Bicycle,Jude Isabella,2015
23719206,Before Morning,Joyce Sidman,2016
23719405,When Mischief Came to Town,Katrina Nannestad,2016
23719421,Glow: Animals with Their Own Night-Lights,W.H. Beck,2015
23719427,"Milo Speck, Accidental Agent",Linda Urban,2015
23719448,The Full Moon at the Napping House,Audrey Wood,2015
23719470,How to Swallow a Pig: Step-by-Step Advice from the Animal Kingdom,Steve Jenkins,2015
23739484,"Little Miss, Big Sis",Amy Krouse Rosenthal,2015
23742842,The Wonderful Things You Will Be,Emily Winfield Martin,2015
23743734,"Piper Green and the Fairy Tree (Piper Green, #1)",Ellen Potter,2015
23758780,"Fortunately, The Milk - Untunglah, Susunya",Neil Gaiman,2014
23770661,In Queensland (The Travel Adventures of PJ Mouse #2),Gwyneth Jane Page,2014
23789237,Buddy and Earl,Maureen Fergus,2015
23834589,"The Sleepwalker Tonic (Nightmares!, #2)",Jason Segel,2015
23845948,Love Is My Favorite Thing,Emma Chichester Clark,2015
23845963,The Turnip,Jan Brett,2015
23846038,Little Tree,Loren Long,2015
23847358,"Oliver and Jumpy, Stories 4-6 (Oliver and Jumpy, the cat series)",Werner Stejskal,No year listed
23872955,Dragon Was Terrible,Kelly DiPucchio,2016
23875095,Henry Hodges Needs a Friend,Andy Andrews,2015
23876153,Lailah's Lunchbox,Reem Faruqi,No year listed
23878778,"Oliver and Jumpy, Stories 16-18 (Oliver and Jumpy, the Cat Series, Book 6): These bedtime stories for kids feature a cat and kangaroo in picture book format",Werner Stejskal,No year listed
23995333,"Black Cat, White Cat",Silvia Borando,2015
23995334,The White Book: A Minibombo Book,Silvia Borando,2015
24000723,"Star Wars: Jedi Academy, The Phantom Bully (Jedi Academy, #3)",Jeffrey Brown,2015
24221953,Do You Want To Play With My Balls?,Cifaldi Brothers,No year listed
24338379,"Toys Meet Snow: Being the Wintertime Adventures of a Curious Stuffed Buffalo, a Sensitive Plush Stingray, and a Book-loving Rubber Ball (Toys, #4)",Emily Jenkins,2015
24396881,The Goodbye Book,Todd Parr,2015
24397055,"The Pirate Code (Hook's Revenge, #2)",Heidi Schulz,2015
24496299,If You Were Me and Lived in...Scotland: A Child's Introduction to Culures Around the World,Carole P. Roman,2015
24509690,The Princess and the Fog: A Story for Children with Depression,Lloyd      Jones,2015
24515547,Rules for Stealing Stars,Corey Ann Haydu,2015
24561496,Flying Lessons and Other Stories,Sherman Alexie,2017
24585386,A Tale of Highly Unusual Magic,Lisa Papademetriou,2015
24607565,"Why Is This Night Different from All Other Nights? (All the Wrong Questions, #4)",Lemony Snicket,2015
24611765,"The Last Kids on Earth (Last Kids on Earth, #1)",Max Brallier,No year listed
24611884,"The Odds of Getting Even (Tupelo Landing, #3)",Sheila Turnage,2015
24612106,Mama's Nightingale: A Story of Immigration and Separation,Edwidge Danticat,2015
24612140,The Thing About Yetis,Vin Vogel,2015
24612545,"I Survived the Joplin Tornado, 2011 (I Survived, #12)",Lauren Tarshis,2015
24612623,Captain Underpants and the Sensational Saga of Sir Stinks-A-Lot (Captain Underpants #12),Dav Pilkey,2015
24612638,Friendshape,Amy Krouse Rosenthal,2015
24612756,Normal Norman,Tara Lazar,2016
24612805,Your Alien,Tammi Sauer,2015
24633190,Strictly No Elephants,Lisa Mantchev,2015
24683167,Shingaling: A Wonder Story (Wonder #1.7),R.J. Palacio,No year listed
24693792,"One Day, the End.: Short, Very Short, Shorter-Than-Ever Stories",Rebecca Kai Dotlich,No year listed
24694140,Ada Byron Lovelace and the Thinking Machine,Laurie Wallmark,2015
24694189,Two White Rabbits,Jairo Buitrago,2015
24727081,Francine Poulet Meets the Ghost Raccoon (Tales from Deckawoo Drive #2),Kate DiCamillo,2015
24727082,"Mango, Abuela, and Me",Meg Medina,2015
24727087,Happy in Our Skin,Fran Manushkin,2015
24795870,Peanut Butter & Brains: A Zombie Culinary Tale,Joe  McGee,2015
24795872,"The Terrible Two Get Worse (The Terrible Two, #2)",Mac Barnett,2016
24795909,The Bear Report,Thyra Heder,2015
24795920,"Sophie Quire and the Last Storyguard (Peter Nimble, #2)",Jonathan Auxier,2016
24795927,Hiawatha and the Peacemaker,Robbie Robertson,2015
24796275,The Wonderful Fluffy Little Squishy,No listed author,2015
24819513,Thank You and Good Night,Patrick McDonnell,2015
24819554,"The League of Unexceptional Children (The League of Unexceptional Children, #1)",Gitty Daneshvari,2015
24820301,The Story of Diva and Flea,Mo Willems,2015
24833423,Twenty Yawns,Jane Smiley,2016
24873899,Rachel's Day in the Garden: A Kids Yoga Spring Colors Book,Giselle Shardlow,2014
24878890,Zen Socks,Jon J. Muth,2015
24879310,Where's Walrus? And Penguin?,Stephen  Savage,2015
24879775,Frog on a Log,Kes Gray,2015
24885756,Naughty Mabel,Nathan Lane,2015
24885766,Samurai Santa: A Very Ninja Christmas,Rubin Pingk,2015
24885829,Tucky Jo and Little Heart,Patricia Polacco,2015
24885885,Lizard from the Park,Mark Pett,2015
24885887,We Forgot Brock!,Carter Goodrich,2015
24885889,Ollie's Odyssey,William Joyce,2016
24905361,Leo: A Ghost Story,Mac Barnett,2015
24905389,Who Done It?,No listed author,2015
24905399,Big Bear Little Chair,Lizi Boyd,2015
24921999,Unidentified Suburban Object,Mike Jung,2016
24934636,"The Peddler's Road (The Secrets of the Pied Piper, #1)",Matthew  Cody,2015
24945405,This Bridge Will Not Be Gray,Dave Eggers,2015
24960945,Sonya's Chickens,Phoebe Wahl,2015
24968392,"Beyond the Kingdoms (The Land of Stories, #4)",Chris Colfer,No year listed
25067039,"I Really Like Slop! (Elephant & Piggie, #24)",Mo Willems,2015
25073839,You Look Yummy!,Tatsuya Miyanishi,2015
25074214,The Snow Rabbit,Camille Garoche,2015
25074263,Tough Guys Have Feelings Too,Keith Negley,2015
25087867,Goth Girl and the Pirate Queen,Chris Riddell,2015
25092138,"Goth Girl and the Wuthering Fright (Goth Girl, #3)",Chris Riddell,2015
25094569,"Fridays with the Wizards (Castle Glower, #4)",Jessica Day George,No year listed
25110480,"Blue Ribbon Trail Ride (Horses and Friends, #4)",Miralee Ferrell,2016
25150366,"Stef Soto, Taco Queen",Jennifer    Torres,2017
25172648,Frankie Dupont and The Lemon Festival Fiasco,Julie Anne Grasso,2015
25205321,A Rare Nativity,Sam Beeson,2015
25226215,The Epic Fail of Arturo Zamora,Pablo Cartaya,2017
25229760,The Midnight Visitors,Juliet David,2015
25241547,"Ketzel, the Cat Who Composed",Leslea Newman,2015
25241633,Counting Lions: Portraits from the Wild,Katie Cotton,2015
25241874,Home Alone: The Classic Illustrated Storybook,John Hughes,2015
25241965,Bug in a Vacuum,Melanie Watt,2015
25249470,Chicken in Space,Adam Lehrhaupt,2016
25266552,Harry the Happy Mouse,N.G.K.,No year listed
25322329,Death Is Stupid,Anastasia Higginbotham,2016
25324132,"Auggie & Me: Three Wonder Stories (Wonder #1.5, 1.6, 1.7)",R.J. Palacio,2015
25329997,"Cry, Heart, But Never Break",Glenn Ringtved,2016
25330147,Whatever Happened To My Sister?,No listed author,2015
25332008,When Green Becomes Tomatoes: Poems for All Seasons,Julie Fogliano,2016
25332010,Ideas Are All Around,Philip C. Stead,2016
25332012,Before I Leave,Jessixa Bagley,2016
25337476,Rocket and Groot: Stranded on Planet Strip Mall!,Tom Angleberger,2016
25337548,The Ethan I Was Before,Ali Standish,2017
25361885,Here Comes Valentine Cat,Deborah Underwood,2015
25387393,"Mr. Lemoncello's Library Olympics (Mr. Lemoncello's Library, #2)",Chris Grabenstein,2016
25387775,Over-Scheduled Andrew,Ashley Spires,No year listed
25387867,"I Hear a Pickle: and Smell, See, Touch, & Taste It, Too!",Rachel Isadora,2016
25396567,Beyond the Pond,Joseph Kuefler,2015
25401514,My Hometown,Russell Griesmer,2015
25430279,ABC Dream,Kim Krans,2016
25430619,The Cat Who Came in off the Roof,Annie M.G. Schmidt,2016
25439356,Stanley at School,Linda Bailey,2015
25448261,The Bad Guys: Episode 1,Aaron Blabey,2015
25453065,Almost Paradise,Corabel Shofner,2017
25453848,Magelica's Voyage (Magelica's Voyage #1),Louise Courey Nadeau,No year listed
25468273,Mr. Postmouse's Rounds,Marianne Dubuc,2015
25489033,Pink Is for Blobfish: Discovering the World's Perfectly Pink Animals,Jess Keating,No year listed
25489475,Snappsy the Alligator (Did Not Ask to Be in This Book),Julie Falatko,2016
25582830,Beetle Boy (The Battle of the Beetles #1),M.G. Leonard,2016
25583502,The Tea Party in the Woods,Akiko Miyakoshi,2015
25614318,Tree: A Peek-Through Picture Book,Patricia Hegarty,2016
25621951,Saving Wonder,Mary Knight,2016
25624678,The Rescue (Magelica's Voyage #2),Louise Courey Nadeau,2015
25644822,Bubbles: Big Stink in Frog Pond,Ben Woodard,2015
25663825,A Beginner's Guide to Bear Spotting,Michelle Robinson,2016
25663943,Be a Friend,Salina Yoon,2016
25664625,Little Red and the Very Hungry Lion,Alex T. Smith,2016
25667027,The Inn Between,Marina Cohen,2016
25685200,The Land of Forgotten Girls,Erin Entrada Kelly,2016
25688978,Ned the Knitting Pirate,Diana  Murray,2016
25688982,Marta! Big & Small,Jen  Arena,2016
25689002,Coyote Moon,Maria Gianferrari,2016
25689012,"The Voyage to Magical North (The Accidental Pirates, #1)",Claire Fayers,2016
25689014,Best Frints in the Whole Universe,Antoinette Portis,2016
25689017,A Unicorn Named Sparkle (A Unicorn Named Sparkle #1),Amy Young,No year listed
25689038,Nobody Likes a Goblin,Ben Hatke,No year listed
25689050,The Airport Book,Lisa Brown,2016
25689057,There Is a Tribe of Kids,Lane Smith,2016
25709427,The Last Great Adventure of the PB&J Society,Janet Sumner Johnson,2016
25715367,Bearded: A Very Hairy Children's Book,Jeremy Billups,No year listed
25716588,Always Remember,Cece Meng,2016
25716590,Daniel Finds a Poem,Micha Archer,2016
25716652,Dylan the Villain,K.G. Campbell,2016
25721449,The Distance To Home,Jenn Bishop,2016
25728418,Ada Lovelace: The Poet of Science,Diane Stanley,2016
25734206,Hoot and Peep,Lita Judge,2016
25737282,The Specific Ocean,Kyo Maclear,2015
25737383,Worms,Bernard Friot,2015
25739053,The Tree in the Courtyard: Looking Through Anne Frank's Window,Jeff Gottesfeld,2016
25746098,The Not-a-Pig (Mango & Bambang #1),Polly Faber,2015
